Reading additional input from stdin...
OpenAI Codex v0.140.0
--------
workdir: /home/hikari/src/llama.cpp
model: gpt-5.5
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoning summaries: none
session id: 019edb8d-2dcb-7453-9046-bc92339431fc
--------
user
llama.cpp master で 256-expert MoE の per-expert hot/cold split を実装する。各 blk.N.ffn_{gate,up,down}_exps.weight を hot(208)/cold(48) に分け別 buffer 配置 + build_moe_ffn(llama-graph.cpp:1310)で2本の mul_mat_id 分岐。
方式比較: (a)GGUF前処理で物理2分割しrouter id permute (b)loaderでin-memory分割。
mul_mat_id(ggml.c:3277, expert次元=src0の3次元目)の連続性制約、ggml_mul_mat_id が要求する src0 レイアウト、top_k(llama-graph.cpp:1458)出力 selected_experts の id 値をどう hot/cold 2系統に remap するか(id<208→hot, else→cold-208)を踏まえ、実装量と正しさで推奨を。file:line 根拠つき簡潔に。
codex
該当箇所の実装前提をローカルの `master` から確認します。特に `mul_mat_id` の shape/stride 前提、MoE グラフ構築、`top_k` の expert ID の流れを見ます。
exec
/usr/bin/bash -lc 'rg -n "build_moe_ffn|mul_mat_id|selected_experts|top_k|ffn_.*_exps" llama-graph.cpp ggml/src/ggml.c ggml/src/ggml*.c ggml/include/ggml.h' in /home/hikari/src/llama.cpp
 exited 2 in 0ms:
rg: llama-graph.cpp: No such file or directory (os error 2)
ggml/include/ggml.h:1434:    GGML_API struct ggml_tensor * ggml_mul_mat_id(
ggml/include/ggml.h:2368:    // similar to ggml_top_k but implemented as `argsort` + `view`
ggml/include/ggml.h:2369:    GGML_API struct ggml_tensor * ggml_argsort_top_k(
ggml/include/ggml.h:2376:    GGML_API struct ggml_tensor * ggml_top_k(
ggml/src/ggml.c:1158:    "top_k(x)",
ggml/src/ggml.c:3277:// ggml_mul_mat_id
ggml/src/ggml.c:3280:    c = ggml_mul_mat_id(ctx, as, b, ids);
ggml/src/ggml.c:3291:struct ggml_tensor * ggml_mul_mat_id(
ggml/src/ggml.c:5271:// ggml_argsort_top_k
ggml/src/ggml.c:5273:struct ggml_tensor * ggml_argsort_top_k(
ggml/src/ggml.c:5289:// ggml_top_k
ggml/src/ggml.c:5291:struct ggml_tensor * ggml_top_k(
ggml/src/ggml.c:1158:    "top_k(x)",
ggml/src/ggml.c:3277:// ggml_mul_mat_id
ggml/src/ggml.c:3280:    c = ggml_mul_mat_id(ctx, as, b, ids);
ggml/src/ggml.c:3291:struct ggml_tensor * ggml_mul_mat_id(
ggml/src/ggml.c:5271:// ggml_argsort_top_k
ggml/src/ggml.c:5273:struct ggml_tensor * ggml_argsort_top_k(
ggml/src/ggml.c:5289:// ggml_top_k
ggml/src/ggml.c:5291:struct ggml_tensor * ggml_top_k(

exec
/usr/bin/bash -lc 'git rev-parse --abbrev-ref HEAD && git rev-parse HEAD' in /home/hikari/src/llama.cpp
 succeeded in 0ms:
master
834a243664114487f99520370a7a7b00fc7a486f

exec
/usr/bin/bash -lc 'git status --short --branch' in /home/hikari/src/llama.cpp
 succeeded in 0ms:
## master...origin/master
 M tools/cli/cli.cpp

codex
`llama-graph.cpp` はこの checkout では `src/` 配下です。作業木には未関係そうな `tools/cli/cli.cpp` の変更がありますが、読み取りだけで進めます。
exec
/usr/bin/bash -lc "nl -ba src/llama-graph.cpp | sed -n '1260,1515p'" in /home/hikari/src/llama.cpp
 succeeded in 0ms:
  1260	                cb(cur, "ffn_sqr(relu)", il);
  1363	             int64_t   n_expert,
  1364	             int64_t   n_expert_used,
  1365	     llm_ffn_op_type   type_op,
  1366	                bool   norm_w,
  1367	               float   w_scale,
  1368	        llama_expert_gating_func_type gating_op,
  1369	                 int   il,
  1370	         ggml_tensor * probs_in,
  1371	         ggml_tensor * gate_up_exps,
  1372	         ggml_tensor * gate_up_exps_b,
  1373	         ggml_tensor * up_exps_s,
  1374	         ggml_tensor * gate_exps_s,
  1375	         ggml_tensor * down_exps_s) const {
  1376	    const int64_t n_embd   = cur->ne[0];
  1377	    const int64_t n_tokens = cur->ne[1];
  1378	    const bool weight_before_ffn = arch == LLM_ARCH_LLAMA4; // for llama4, we apply the sigmoid-ed weights before the FFN
  1379	
  1380	    ggml_tensor * logits = nullptr;
  1381	
  1382	    if (probs_in == nullptr) {
  1383	        logits = build_lora_mm(gate_inp, cur); // [n_expert, n_tokens]
  1384	        cb(logits, "ffn_moe_logits", il);
  1385	    } else {
  1386	        logits = probs_in;
  1387	    }
  1388	
  1389	    if (gate_inp_b) {
  1390	        logits = ggml_add(ctx0, logits, gate_inp_b);
  1391	        cb(logits, "ffn_moe_logits_biased", il);
  1392	    }
  1393	
  1394	    ggml_tensor * probs = nullptr;
  1395	    switch (gating_op) {
  1396	        case LLAMA_EXPERT_GATING_FUNC_TYPE_SOFTMAX:
  1397	            {
  1398	                probs = ggml_soft_max(ctx0, logits); // [n_expert, n_tokens]
  1399	            } break;
  1400	        case LLAMA_EXPERT_GATING_FUNC_TYPE_SIGMOID:
  1401	            {
  1402	                probs = ggml_sigmoid(ctx0, logits); // [n_expert, n_tokens]
  1403	            } break;
  1404	        case LLAMA_EXPERT_GATING_FUNC_TYPE_SOFTMAX_WEIGHT:
  1405	            {
  1406	                probs = logits; // [n_expert, n_tokens]
  1407	            } break;
  1408	        default:
  1409	            GGML_ABORT("fatal error");
  1410	    }
  1411	    cb(probs, "ffn_moe_probs", il);
  1412	
  1413	    // add experts selection bias - introduced in DeepSeek V3
  1414	    // leave probs unbiased as it's later used to get expert weights
  1415	    ggml_tensor * selection_probs = probs;
  1416	    if (exp_probs_b != nullptr) {
  1417	        selection_probs = ggml_add(ctx0, probs, exp_probs_b);
  1418	        cb(selection_probs, "ffn_moe_probs_biased", il);
  1419	    }
  1420	
  1421	    // llama4 doesn't have exp_probs_b, and sigmoid is only used after top_k
  1422	    // see: https://github.com/meta-llama/llama-models/blob/699a02993512fb36936b1b0741e13c06790bcf98/models/llama4/moe.py#L183-L198
  1423	    if (arch == LLM_ARCH_LLAMA4) {
  1424	        selection_probs = logits;
  1425	    }
  1426	
  1427	    if (arch == LLM_ARCH_GROVEMOE) {
  1428	        selection_probs = ggml_sigmoid(ctx0, logits); // [n_expert, n_tokens]
  1429	        cb(selection_probs, "ffn_moe_probs_biased", il);
  1430	    }
  1431	
  1432	    // select top n_group_used expert groups
  1433	    // https://huggingface.co/deepseek-ai/DeepSeek-V3/blob/e815299b0bcbac849fa540c768ef21845365c9eb/modeling_deepseek.py#L440-L457
  1434	    if (hparams.n_expert_groups > 1 && n_tokens > 0) {
  1435	        const int64_t n_exp_per_group = n_expert / hparams.n_expert_groups;
  1436	
  1437	        // organize experts into n_expert_groups
  1438	        ggml_tensor * selection_groups = ggml_reshape_3d(ctx0, selection_probs, n_exp_per_group, hparams.n_expert_groups, n_tokens); // [n_exp_per_group, n_expert_groups, n_tokens]
  1439	
  1440	        ggml_tensor * group_scores = ggml_argsort_top_k(ctx0, selection_groups, 2); // [2, n_expert_groups, n_tokens]
  1441	        group_scores = ggml_get_rows(ctx0, ggml_reshape_4d(ctx0, selection_groups, 1, selection_groups->ne[0], selection_groups->ne[1], selection_groups->ne[2]), group_scores); // [1, 2, n_expert_groups, n_tokens]
  1442	
  1443	        // get top n_group_used expert groups
  1444	        group_scores = ggml_sum_rows(ctx0, ggml_reshape_3d(ctx0, group_scores, group_scores->ne[1], group_scores->ne[2], group_scores->ne[3])); // [1, n_expert_groups, n_tokens]
  1445	        group_scores = ggml_reshape_2d(ctx0, group_scores, group_scores->ne[1], group_scores->ne[2]); // [n_expert_groups, n_tokens]
  1446	
  1447	        ggml_tensor * expert_groups = ggml_argsort_top_k(ctx0, group_scores, hparams.n_group_used); // [n_group_used, n_tokens]
  1448	        cb(expert_groups, "ffn_moe_group_topk", il);
  1449	
  1450	        // mask out the other groups
  1451	        selection_probs = ggml_get_rows(ctx0, selection_groups, expert_groups); // [n_exp_per_group, n_group_used, n_tokens]
  1452	        selection_probs = ggml_set_rows(ctx0, ggml_fill(ctx0, selection_groups, -INFINITY), selection_probs, expert_groups); // [n_exp_per_group, n_expert_groups, n_tokens]
  1453	        selection_probs = ggml_reshape_2d(ctx0, selection_probs, n_expert, n_tokens); // [n_expert, n_tokens]
  1454	        cb(selection_probs, "ffn_moe_probs_masked", il);
  1455	    }
  1456	
  1457	    // select experts
  1458	    ggml_tensor * selected_experts = ggml_argsort_top_k(ctx0, selection_probs, n_expert_used); // [n_expert_used, n_tokens]
  1459	    cb(selected_experts->src[0], "ffn_moe_argsort", il);
  1460	    cb(selected_experts, "ffn_moe_topk", il);
  1461	
  1462	    if (arch == LLM_ARCH_GROVEMOE && n_expert != hparams.n_expert) {
  1463	        // TODO: Use scalar div instead when/if implemented
  1464	        ggml_tensor * f_sel = ggml_cast(ctx0, selected_experts, GGML_TYPE_F32);
  1465	        selected_experts = ggml_cast(ctx0, ggml_scale(ctx0, f_sel, 1.0f / float(hparams.n_group_experts)), GGML_TYPE_I32);
  1466	        probs = ggml_reshape_3d(ctx0, probs, 1, hparams.n_expert, n_tokens);
  1467	    } else {
  1468	        probs = ggml_reshape_3d(ctx0, probs, 1, n_expert, n_tokens);
  1469	    }
  1470	
  1471	    ggml_tensor * weights = ggml_get_rows(ctx0, probs, selected_experts); // [1, n_expert_used, n_tokens]
  1472	    cb(weights, "ffn_moe_weights", il);
  1473	
  1474	
  1475	    if (gating_op == LLAMA_EXPERT_GATING_FUNC_TYPE_SOFTMAX_WEIGHT) {
  1476	        weights = ggml_reshape_2d(ctx0, weights, n_expert_used, n_tokens);
  1477	        weights = ggml_soft_max(ctx0, weights); // [n_expert_used, n_tokens]
  1478	        weights = ggml_reshape_3d(ctx0, weights, 1, n_expert_used, n_tokens);
  1479	        cb(weights, "ffn_moe_weights_softmax", il);
  1480	    }
  1481	
  1482	    if (norm_w) {
  1483	        weights = ggml_reshape_2d(ctx0, weights, n_expert_used, n_tokens);
  1484	
  1485	        ggml_tensor * weights_sum = ggml_sum_rows(ctx0, weights); // [1, n_tokens]
  1486	        cb(weights_sum, "ffn_moe_weights_sum", il);
  1487	
  1488	        // Avoid division by zero, clamp to smallest number representable by F16
  1489	        weights_sum = ggml_clamp(ctx0, weights_sum, 6.103515625e-5, INFINITY);
  1490	        cb(weights_sum, "ffn_moe_weights_sum_clamped", il);
  1491	
  1492	        weights = ggml_div(ctx0, weights, weights_sum); // [n_expert_used, n_tokens]
  1493	        cb(weights, "ffn_moe_weights_norm", il);
  1494	
  1495	        weights = ggml_reshape_3d(ctx0, weights, 1, n_expert_used, n_tokens);
  1496	    }
  1497	    if (w_scale != 0.0f && w_scale != 1.0f) {
  1498	        weights = ggml_scale(ctx0, weights, w_scale);
  1499	        cb(weights, "ffn_moe_weights_scaled", il);
  1500	    }
  1501	
  1502	    //call early so that topk-moe can be used
  1503	    ggml_build_forward_expand(gf, weights);
  1504	
  1505	    cur = ggml_reshape_3d(ctx0, cur, n_embd, 1, n_tokens);
  1506	
  1507	    if (weight_before_ffn) {
  1508	        // repeat cur to [n_embd, n_expert_used, n_tokens]
  1509	        ggml_tensor * repeated = ggml_repeat_4d(ctx0, cur, n_embd, n_expert_used, n_tokens, 1);
  1510	        cur = ggml_mul(ctx0, repeated, weights);
  1511	        cb(cur, "ffn_moe_weighted", il);
  1512	    }
  1513	
  1514	    ggml_tensor * up = nullptr;
  1515	    ggml_tensor * experts = nullptr;

exec
/usr/bin/bash -lc 'rg -n "build_moe_ffn|mul_mat_id|selected_experts|top_k|ffn_.*_exps" src/llama-graph.cpp ggml/src/ggml.c ggml/include/ggml.h src/llama-model*.cpp src/llama-model*.h src/llama-tensor*.cpp src/llama-tensor*.h' in /home/hikari/src/llama.cpp
 exited 2 in 0ms:
rg: src/llama-tensor*.cpp: No such file or directory (os error 2)
rg: src/llama-tensor*.h: No such file or directory (os error 2)
src/llama-model.h:275:    struct ggml_tensor * ffn_norm_exps    = nullptr;
src/llama-model.h:289:    struct ggml_tensor * ffn_gate_exps     = nullptr;
src/llama-model.h:290:    struct ggml_tensor * ffn_down_exps     = nullptr;
src/llama-model.h:291:    struct ggml_tensor * ffn_up_exps       = nullptr;
src/llama-model.h:292:    struct ggml_tensor * ffn_gate_up_exps  = nullptr;
src/llama-model.h:294:    struct ggml_tensor * ffn_gate_exps_b   = nullptr;
src/llama-model.h:295:    struct ggml_tensor * ffn_down_exps_b   = nullptr;
src/llama-model.h:296:    struct ggml_tensor * ffn_up_exps_b     = nullptr;
src/llama-model.h:297:    struct ggml_tensor * ffn_gate_up_exps_b = nullptr;
src/llama-model.h:300:    struct ggml_tensor * ffn_gate_exps_s   = nullptr;
src/llama-model.h:301:    struct ggml_tensor * ffn_down_exps_s   = nullptr;
src/llama-model.h:302:    struct ggml_tensor * ffn_up_exps_s     = nullptr;
src/llama-model.h:428:    struct ggml_tensor * ffn_gate_exps_in_s = nullptr;
src/llama-model.h:429:    struct ggml_tensor * ffn_down_exps_in_s = nullptr;
src/llama-model.h:430:    struct ggml_tensor * ffn_up_exps_in_s   = nullptr;
src/llama-model.cpp:344:    const std::regex pattern_ffn_up_gate_weight("blk\\.\\d*\\.ffn_(up|gate)(_exps)?.weight");
src/llama-model.cpp:345:    const std::regex pattern_ffn_up_gate_bias  ("blk\\.\\d*\\.ffn_(up|gate)(_exps)?.bias");
src/llama-model.cpp:346:    const std::regex pattern_ffn_gate_up_weight("blk\\.\\d*\\.ffn_gate_up(_exps)?.weight");
src/llama-model.cpp:347:    const std::regex pattern_ffn_down_weight   ("blk\\.\\d*\\.ffn_down(_exps)?.weight");
src/llama-model.cpp:349:    const std::regex pattern_ffn_down_exps_bias("blk\\.\\d*\\.ffn_down_exps.bias");
src/llama-model.cpp:454:            return get_tensor_config_impl(GGML_BACKEND_SPLIT_AXIS_1, "ffn_down.weight", "ffn_down_exps.weight");
src/llama-model.cpp:457:            return get_tensor_config_impl(GGML_BACKEND_SPLIT_AXIS_0, "ffn_down.weight", "ffn_down_exps.weight");
src/llama-model.cpp:460:            return get_tensor_config_impl(GGML_BACKEND_SPLIT_AXIS_1, "ffn_down.weight", "ffn_down_exps.weight");
src/llama-model.cpp:463:            return get_tensor_config_impl(GGML_BACKEND_SPLIT_AXIS_0, "ffn_down.weight", "ffn_down_exps.weight");
src/llama-model.cpp:468:        if (std::regex_match(tensor_name, pattern_ffn_down_exps_bias)) {
src/llama-model.cpp:1314:            if (!layer.ffn_gate_exps_s && layer.ffn_gate_exps) {
src/llama-model.cpp:1315:                layer.ffn_gate_exps_s = create_tensor(tn(LLM_TENSOR_FFN_GATE_EXPS, "scale", i), {n_expert}, TENSOR_NOT_REQUIRED);
src/llama-model.cpp:1317:            if (!layer.ffn_down_exps_s && layer.ffn_down_exps) {
src/llama-model.cpp:1318:                layer.ffn_down_exps_s = create_tensor(tn(LLM_TENSOR_FFN_DOWN_EXPS, "scale", i), {n_expert}, TENSOR_NOT_REQUIRED);
src/llama-model.cpp:1320:            if (!layer.ffn_up_exps_s && layer.ffn_up_exps) {
src/llama-model.cpp:1321:                layer.ffn_up_exps_s = create_tensor(tn(LLM_TENSOR_FFN_UP_EXPS, "scale", i), {n_expert}, TENSOR_NOT_REQUIRED);
src/llama-model.cpp:1366:            if (!layer.ffn_gate_exps_in_s && layer.ffn_gate_exps) {
src/llama-model.cpp:1367:                layer.ffn_gate_exps_in_s = create_tensor(tn(LLM_TENSOR_FFN_GATE_EXPS, "input_scale", i), {n_expert}, TENSOR_NOT_REQUIRED);
src/llama-model.cpp:1369:            if (!layer.ffn_down_exps_in_s && layer.ffn_down_exps) {
src/llama-model.cpp:1370:                layer.ffn_down_exps_in_s = create_tensor(tn(LLM_TENSOR_FFN_DOWN_EXPS, "input_scale", i), {n_expert}, TENSOR_NOT_REQUIRED);
src/llama-model.cpp:1372:            if (!layer.ffn_up_exps_in_s && layer.ffn_up_exps) {
src/llama-model.cpp:1373:                layer.ffn_up_exps_in_s = create_tensor(tn(LLM_TENSOR_FFN_UP_EXPS, "input_scale", i), {n_expert}, TENSOR_NOT_REQUIRED);
src/llama-model.cpp:2356:        case LLAMA_MODEL_META_KEY_SAMPLING_TOP_K:           return "general.sampling.top_k";
src/llama-model.cpp:2492:    layer.ffn_gate_up_exps = create_tensor(tn(LLM_TENSOR_FFN_GATE_UP_EXPS, "weight", bid), {n_embd_, n_ff_ * 2, n_expert_}, TENSOR_NOT_REQUIRED);
src/llama-model.cpp:2493:    if (layer.ffn_gate_up_exps == nullptr) {
src/llama-model.cpp:2494:        layer.ffn_gate_exps = create_tensor(tn(LLM_TENSOR_FFN_GATE_EXPS, "weight", bid), {n_embd_, n_ff_, n_expert_}, flags);
src/llama-model.cpp:2495:        layer.ffn_up_exps   = create_tensor(tn(LLM_TENSOR_FFN_UP_EXPS,   "weight", bid), {n_embd_, n_ff_, n_expert_}, flags);
src/llama-model-saver.cpp:280:    add_kv(LLM_KV_ATTENTION_INDEXER_TOP_K,           hparams.indexer_top_k);
src/llama-model-loader.cpp:930:                op_tensor = ggml_mul_mat_id(ctx, w, b, ids);
src/llama-graph.cpp:1009:    ggml_tensor * res = ggml_mul_mat_id(ctx0, w, cur, ids);
src/llama-graph.cpp:1020:        ggml_tensor * ab_cur = ggml_mul_mat_id(
src/llama-graph.cpp:1022:                ggml_mul_mat_id(ctx0, lw->a, cur, ids),
src/llama-graph.cpp:1310:ggml_tensor * llm_graph_context::build_moe_ffn(
src/llama-graph.cpp:1329:    return build_moe_ffn(
src/llama-graph.cpp:1352:ggml_tensor * llm_graph_context::build_moe_ffn(
src/llama-graph.cpp:1421:    // llama4 doesn't have exp_probs_b, and sigmoid is only used after top_k
src/llama-graph.cpp:1440:        ggml_tensor * group_scores = ggml_argsort_top_k(ctx0, selection_groups, 2); // [2, n_expert_groups, n_tokens]
src/llama-graph.cpp:1447:        ggml_tensor * expert_groups = ggml_argsort_top_k(ctx0, group_scores, hparams.n_group_used); // [n_group_used, n_tokens]
src/llama-graph.cpp:1458:    ggml_tensor * selected_experts = ggml_argsort_top_k(ctx0, selection_probs, n_expert_used); // [n_expert_used, n_tokens]
src/llama-graph.cpp:1459:    cb(selected_experts->src[0], "ffn_moe_argsort", il);
src/llama-graph.cpp:1460:    cb(selected_experts, "ffn_moe_topk", il);
src/llama-graph.cpp:1464:        ggml_tensor * f_sel = ggml_cast(ctx0, selected_experts, GGML_TYPE_F32);
src/llama-graph.cpp:1465:        selected_experts = ggml_cast(ctx0, ggml_scale(ctx0, f_sel, 1.0f / float(hparams.n_group_experts)), GGML_TYPE_I32);
src/llama-graph.cpp:1471:    ggml_tensor * weights = ggml_get_rows(ctx0, probs, selected_experts); // [1, n_expert_used, n_tokens]
src/llama-graph.cpp:1518:        // merged gate_up path: one mul_mat_id, then split into gate and up views
src/llama-graph.cpp:1519:        ggml_tensor * gate_up = build_lora_mm_id(gate_up_exps, cur, selected_experts); // [n_ff*2, n_expert_used, n_tokens]
src/llama-graph.cpp:1523:            gate_up = ggml_add_id(ctx0, gate_up, gate_up_exps_b, selected_experts);
src/llama-graph.cpp:1531:            s = ggml_get_rows(ctx0, s, selected_experts); // [1, n_expert_used, n_tokens]
src/llama-graph.cpp:1543:        up = build_lora_mm_id(up_exps, cur, selected_experts); // [n_ff, n_expert_used, n_tokens]
src/llama-graph.cpp:1547:            up = ggml_add_id(ctx0, up, up_exps_b, selected_experts);
src/llama-graph.cpp:1555:            s = ggml_get_rows(ctx0, s, selected_experts); // [1, n_expert_used, n_tokens]
src/llama-graph.cpp:1561:            cur = build_lora_mm_id(gate_exps, cur, selected_experts); // [n_ff, n_expert_used, n_tokens]
src/llama-graph.cpp:1568:            cur = ggml_add_id(ctx0, cur, gate_exps_b, selected_experts);
src/llama-graph.cpp:1576:            s = ggml_get_rows(ctx0, s, selected_experts); // [1, n_expert_used, n_tokens]
src/llama-graph.cpp:1651:    experts = build_lora_mm_id(down_exps, cur, selected_experts); // [n_embd, n_expert_used, n_tokens]
src/llama-graph.cpp:1655:        experts = ggml_add_id(ctx0, experts, down_exps_b, selected_experts);
src/llama-graph.cpp:1663:        s = ggml_get_rows(ctx0, s, selected_experts); // [1, n_expert_used, n_tokens]
ggml/src/ggml.c:1158:    "top_k(x)",
ggml/src/ggml.c:3277:// ggml_mul_mat_id
ggml/src/ggml.c:3280:    c = ggml_mul_mat_id(ctx, as, b, ids);
ggml/src/ggml.c:3291:struct ggml_tensor * ggml_mul_mat_id(
ggml/src/ggml.c:5271:// ggml_argsort_top_k
ggml/src/ggml.c:5273:struct ggml_tensor * ggml_argsort_top_k(
ggml/src/ggml.c:5289:// ggml_top_k
ggml/src/ggml.c:5291:struct ggml_tensor * ggml_top_k(
ggml/include/ggml.h:1434:    GGML_API struct ggml_tensor * ggml_mul_mat_id(
ggml/include/ggml.h:2368:    // similar to ggml_top_k but implemented as `argsort` + `view`
ggml/include/ggml.h:2369:    GGML_API struct ggml_tensor * ggml_argsort_top_k(
